AcelX,AcelY,AcelZ,GyroX,GyroY,GyroZ,Latitud,Longitud,Altitud,Hora
-14.71,5.13,1105.90,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-19.71,4.52,1110.41,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-18.25,4.88,1108.58,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-18.37,5.62,1111.15,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.54,7.32,1111.39,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.91,5.86,1114.93,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-15.69,6.84,1113.46,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.42,7.45,1108.22,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.78,3.91,1112.24,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-18.25,5.13,1109.19,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.88,7.20,1111.27,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-19.35,6.10,1109.19,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-15.69,6.47,1107.60,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.17,8.18,1109.68,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.76,7.81,1113.10,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:45
-20.32,7.32,1107.60,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.78,6.96,1105.16,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-18.74,6.10,1108.58,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.88,5.86,1111.02,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.64,5.49,1110.41,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-18.86,6.35,1106.87,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-17.15,7.32,1109.80,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-19.23,2.56,1110.78,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-17.64,2.56,1109.68,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-15.93,3.91,1111.15,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-20.81,7.57,1105.29,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-16.78,5.37,1110.78,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-17.15,6.47,1110.41,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-14.71,4.15,1106.99,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-15.93,6.47,1110.78,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-15.56,8.30,1112.73,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-15.69,6.10,1108.83,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-13.98,4.88,1109.07,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-17.88,6.96,1104.68,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-19.10,8.30,1111.02,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:45
-17.15,5.74,1107.24,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-17.15,8.30,1112.73,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:45
-15.93,5.13,1107.48,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-19.71,6.23,1107.97,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.42,7.93,1108.46,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.78,5.49,1111.39,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.66,4.88,1108.95,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.15,6.59,1111.02,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.17,8.06,1109.07,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-16.30,9.28,1107.73,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-17.76,6.84,1113.59,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.66,8.54,1108.22,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-15.32,4.76,1108.09,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-14.71,7.20,1107.48,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-18.25,7.20,1110.05,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.40,7.69,1111.76,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-19.47,7.45,1109.31,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-15.81,6.59,1107.60,1.8,-1.1,-0.3,latitud,longitude,altitude,7/7/15:39:45
-18.01,4.64,1109.56,1.7,-1.1,-0.4,latitud,longitude,altitude,7/7/15:39:45
-17.76,6.59,1112.00,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-19.23,4.15,1109.68,1.8,-1.1,-0.4,latitud,longitude,altitude,7/7/15:39:45
-16.30,5.49,1106.26,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-14.47,5.98,1108.34,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.76,6.96,1112.37,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-18.13,5.13,1113.34,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-16.54,4.76,1110.41,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.15,5.86,1108.09,1.6,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.03,6.10,1105.04,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.40,6.35,1109.44,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:45
-17.88,6.96,1108.22,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-15.69,8.06,1110.66,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:45
-15.44,8.18,1110.53,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.27,6.84,1108.09,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:45
-17.88,6.71,1107.12,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.42,4.76,1107.60,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-19.10,4.76,1109.80,1.7,-1.3,-0.2,latitud,longitude,altitude,7/7/15:39:46
-19.59,8.06,1109.92,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.01,7.08,1107.73,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-17.40,5.49,1110.53,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.01,8.30,1111.88,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-20.94,9.77,1113.22,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-19.23,6.71,1111.76,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.01,7.20,1108.34,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.05,5.00,1110.17,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.03,4.88,1107.48,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.44,4.15,1108.95,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-17.40,6.10,1107.48,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-16.42,7.45,1109.31,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.56,5.25,1108.70,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.52,6.23,1106.14,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.20,8.18,1113.71,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.13,7.45,1110.90,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.91,3.17,1106.75,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-19.47,6.59,1105.04,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-18.37,4.88,1111.02,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.49,5.74,1109.07,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.44,6.35,1110.17,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.56,5.13,1109.31,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.40,5.00,1110.29,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-14.22,5.00,1111.88,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-14.83,5.49,1110.90,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.52,6.84,1108.58,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.54,3.91,1112.12,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-17.27,6.59,1112.85,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.49,6.59,1108.95,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.64,7.57,1110.29,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.40,7.32,1111.51,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.37,5.74,1109.31,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.76,4.39,1108.22,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-13.24,6.23,1112.98,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-17.27,4.39,1111.27,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-14.83,6.10,1111.39,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.27,4.64,1110.66,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.01,7.45,1109.80,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-14.10,8.91,1107.97,1.7,-1.3,-0.2,latitud,longitude,altitude,7/7/15:39:46
-14.22,4.76,1108.70,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.44,5.13,1109.68,1.7,-1.4,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.15,4.88,1108.34,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.44,5.74,1105.29,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.37,9.16,1108.83,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.25,7.20,1108.95,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-19.35,6.71,1108.09,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.05,4.27,1106.87,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.17,4.39,1111.27,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.81,6.47,1109.68,1.8,-1.2,-0.2,latitud,longitude,altitude,7/7/15:39:46
-16.91,7.08,1107.12,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.86,5.74,1111.15,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.03,6.35,1108.34,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-16.66,3.91,1109.56,1.6,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.44,3.17,1109.19,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.08,3.05,1108.22,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.27,6.71,1105.53,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-15.44,7.32,1106.63,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.08,5.62,1109.92,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-17.03,8.54,1104.68,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-15.69,4.64,1114.20,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.03,6.23,1108.46,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-14.59,6.71,1107.85,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.49,8.42,1109.19,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-16.42,5.37,1103.70,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.78,4.64,1106.87,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.76,7.32,1112.12,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.74,5.25,1109.44,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-15.69,7.93,1103.94,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-14.83,5.98,1104.31,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-18.74,7.32,1106.14,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.13,6.96,1114.69,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.01,3.66,1116.39,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-15.44,3.42,1112.49,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-14.95,5.49,1107.60,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-19.23,7.57,1109.31,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-17.64,6.35,1110.78,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.54,4.03,1109.80,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.30,8.18,1112.73,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-19.35,5.37,1109.07,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.27,3.05,1110.53,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-15.81,6.35,1108.95,1.8,-1.2,-0.2,latitud,longitude,altitude,7/7/15:39:46
-19.59,7.45,1110.78,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.54,8.54,1108.58,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.69,6.71,1109.56,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.93,5.74,1110.29,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.25,4.52,1112.49,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-15.69,7.20,1109.80,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-16.42,4.52,1107.36,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-13.73,9.16,1113.59,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.81,5.62,1113.59,1.8,-1.2,-0.2,latitud,longitude,altitude,7/7/15:39:46
-14.83,4.88,1110.41,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-13.85,5.86,1108.34,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-14.22,5.13,1106.51,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-17.15,5.86,1113.83,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-15.44,4.64,1106.14,1.6,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.98,6.10,1107.24,1.6,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-17.76,4.03,1107.85,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-20.08,5.13,1110.53,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.98,5.74,1112.73,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-18.86,8.42,1113.22,1.6,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-16.30,6.59,1112.37,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-19.35,7.81,1111.02,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-17.40,7.20,1105.53,1.6,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.91,3.54,1108.83,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.37,4.03,1108.58,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:46
-15.32,5.98,1110.41,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.30,8.18,1106.02,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.37,6.23,1109.44,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-18.49,3.42,1111.76,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:46
-16.66,7.20,1110.17,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:46
-17.88,8.06,1110.66,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-18.01,5.37,1111.63,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-18.25,9.40,1112.61,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-17.76,7.81,1108.46,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.30,5.74,1112.61,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-15.44,8.42,1110.78,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:47
-12.76,6.35,1108.70,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-13.98,6.47,1107.60,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-13.85,6.23,1109.68,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.37,4.64,1109.80,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-19.96,7.08,1109.68,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.37,6.84,1106.75,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.88,5.86,1105.53,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-15.20,4.39,1107.48,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-17.64,5.62,1108.70,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.03,8.30,1110.17,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.88,6.35,1109.68,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:47
-14.83,4.76,1106.14,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:47
-18.25,5.98,1105.65,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.15,6.84,1108.22,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.52,6.35,1108.22,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.64,7.32,1110.66,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.88,6.47,1109.68,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.49,6.84,1105.53,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.17,10.13,1110.17,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.15,5.00,1110.78,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-19.35,5.49,1113.34,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-19.84,5.62,1108.09,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-17.15,6.59,1106.75,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.17,7.81,1108.58,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.03,6.71,1108.95,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.64,5.13,1108.58,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-16.17,6.10,1111.27,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.52,6.84,1110.78,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.15,8.30,1105.04,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-15.32,5.49,1108.46,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-17.27,5.00,1107.24,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-19.35,6.35,1111.02,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:47
-19.47,3.42,1112.98,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:47
-17.15,6.47,1111.63,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.15,5.74,1113.22,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.54,5.86,1108.46,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-18.49,5.62,1110.78,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.40,4.64,1112.37,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.13,6.47,1109.07,1.8,-1.1,-0.4,latitud,longitude,altitude,7/7/15:39:47
-16.91,9.40,1110.05,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.15,9.28,1111.15,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.98,7.08,1109.31,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.78,5.49,1113.22,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.91,5.74,1116.27,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.76,4.52,1111.63,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.27,5.62,1107.73,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.86,5.37,1107.85,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-17.40,6.47,1110.29,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.17,6.59,1106.26,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-16.42,7.32,1106.99,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-20.81,4.76,1109.80,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:47
-17.03,4.76,1106.14,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-15.81,6.23,1109.56,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-19.23,5.49,1107.85,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.54,3.91,1111.02,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.37,8.06,1107.48,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.30,7.45,1107.60,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.40,4.39,1107.12,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-19.23,5.86,1108.34,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.52,6.59,1113.34,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-15.44,5.13,1111.39,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.52,7.69,1108.83,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.91,6.59,1109.31,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.30,6.10,1110.17,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.01,5.13,1108.58,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-15.93,3.91,1113.95,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-15.81,4.15,1112.37,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-14.59,4.88,1111.15,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.42,5.25,1109.68,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:47
-16.54,5.37,1106.75,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:47
-17.27,7.32,1110.41,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.91,4.88,1108.22,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.66,4.15,1104.92,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-21.55,6.10,1110.90,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.01,8.30,1111.27,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-15.56,6.71,1114.32,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.54,3.17,1112.85,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-19.23,4.52,1113.22,1.7,-1.1,-0.3,latitud,longitude,altitude,7/7/15:39:47
-19.35,6.23,1109.68,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.37,5.25,1110.41,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:47
-16.17,4.76,1110.17,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-16.17,6.47,1107.36,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.13,8.79,1110.90,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-15.69,4.39,1107.73,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.25,4.15,1109.19,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.40,6.59,1106.02,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.27,5.98,1108.34,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:47
-18.74,10.38,1112.37,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.52,7.57,1108.09,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-17.40,6.96,1111.88,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
-20.94,5.49,1106.26,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:47
