AcelX,AcelY,AcelZ,GyroX,GyroY,GyroZ,Latitud,Longitud,Altitud,Hora
-18.13,8.06,1112.73,1.7,-1.3,-0.3,latitud,longitude,altitude,
-20.57,6.71,1110.66,1.7,-1.2,-0.4,latitud,longitude,altitude,
-14.34,5.49,1108.09,1.7,-1.3,-0.3,latitud,longitude,altitude,
-15.32,5.37,1110.78,1.7,-1.3,-0.3,latitud,longitude,altitude,
-14.47,6.35,1111.88,1.7,-1.3,-0.4,latitud,longitude,altitude,
-16.78,5.62,1110.78,1.7,-1.2,-0.4,latitud,longitude,altitude,
-15.69,5.74,1114.20,1.7,-1.2,-0.4,latitud,longitude,altitude,
-17.40,6.84,1115.05,1.7,-1.2,-0.4,latitud,longitude,altitude,
-15.56,5.86,1105.77,1.7,-1.2,-0.4,latitud,longitude,altitude,
-14.95,4.64,1108.70,1.7,-1.3,-0.3,latitud,longitude,altitude,
-18.25,5.25,1114.69,1.7,-1.2,-0.3,latitud,longitude,altitude,
-18.49,4.39,1110.29,1.7,-1.3,-0.4,latitud,longitude,altitude,
-14.34,6.84,1112.61,1.7,-1.3,-0.4,latitud,longitude,altitude,
-14.95,5.49,1111.39,1.7,-1.3,-0.3,latitud,longitude,altitude,
-17.40,8.18,1112.00,1.7,-1.2,-0.3,latitud,longitude,altitude,
-16.91,8.18,1111.27,1.8,-1.2,-0.3,latitud,longitude,altitude,
-16.91,4.76,1106.14,1.7,-1.2,-0.3,latitud,longitude,altitude,
-18.01,7.93,1117.37,1.7,-1.3,-0.3,latitud,longitude,altitude,
-15.56,6.71,1115.78,1.7,-1.3,-0.3,latitud,longitude,altitude,
-16.05,6.23,1110.29,1.7,-1.3,-0.3,latitud,longitude,altitude,
-18.62,6.59,1112.24,1.7,-1.2,-0.3,latitud,longitude,altitude,
-14.47,6.84,1113.10,1.8,-1.3,-0.3,latitud,longitude,altitude,
-20.45,7.20,1111.63,1.8,-1.2,-0.3,latitud,longitude,altitude,
-17.76,4.88,1106.26,1.7,-1.2,-0.3,latitud,longitude,altitude,
-16.05,7.93,1111.88,1.8,-1.3,-0.3,latitud,longitude,altitude,
-13.61,5.98,1109.92,1.8,-1.2,-0.3,latitud,longitude,altitude,
-18.37,6.59,1109.56,1.7,-1.3,-0.4,latitud,longitude,altitude,
-19.10,10.13,1113.34,1.7,-1.2,-0.3,latitud,longitude,altitude,
-19.35,6.10,1109.56,1.8,-1.3,-0.3,latitud,longitude,altitude,
-19.23,7.32,1110.78,1.7,-1.2,-0.3,latitud,longitude,altitude,
-16.78,5.62,1115.17,1.7,-1.3,-0.3,latitud,longitude,altitude,
-18.37,7.08,1111.15,1.8,-1.3,-0.4,latitud,longitude,altitude,
-17.15,6.47,1114.07,1.7,-1.3,-0.4,latitud,longitude,altitude,
-16.42,6.96,1114.32,1.7,-1.3,-0.3,latitud,longitude,altitude,
-15.08,9.40,1109.07,1.7,-1.2,-0.3,latitud,longitude,altitude,
-15.93,7.69,1116.15,1.7,-1.2,-0.3,latitud,longitude,altitude,
-15.93,5.00,1110.78,1.7,-1.3,-0.4,latitud,longitude,altitude,
-16.17,6.35,1111.76,1.7,-1.3,-0.4,latitud,longitude,altitude,
-15.81,8.18,1110.66,1.7,-1.2,-0.4,latitud,longitude,altitude,
-15.56,8.67,1117.37,1.8,-1.2,-0.4,latitud,longitude,altitude,
-17.76,7.81,1108.83,1.7,-1.3,-0.3,latitud,longitude,altitude,
-17.88,5.37,1111.39,1.7,-1.2,-0.3,latitud,longitude,altitude,
-21.91,7.08,1112.85,1.7,-1.2,-0.3,latitud,longitude,altitude,
-19.35,6.47,1109.56,1.7,-1.3,-0.3,latitud,longitude,altitude,
-18.25,6.23,1117.13,1.7,-1.3,-0.3,latitud,longitude,altitude,
-16.91,6.59,1114.44,1.7,-1.2,-0.4,latitud,longitude,altitude,
-16.91,4.15,1112.98,1.7,-1.2,-0.4,latitud,longitude,altitude,
-18.25,4.64,1114.32,1.7,-1.3,-0.4,latitud,longitude,altitude,
-17.40,6.10,1117.00,1.8,-1.2,-0.4,latitud,longitude,altitude,
-15.20,6.47,1118.10,1.7,-1.3,-0.3,latitud,longitude,altitude,
-16.30,4.64,1115.66,1.7,-1.2,-0.3,latitud,longitude,altitude,
-17.40,4.27,1114.20,1.7,-1.3,-0.3,latitud,longitude,altitude,
-18.62,5.86,1117.37,1.7,-1.3,-0.3,latitud,longitude,altitude,
-16.42,9.28,1110.17,1.8,-1.3,-0.4,latitud,longitude,altitude,
-18.25,7.57,1112.24,1.7,-1.2,-0.4,latitud,longitude,altitude,
-16.42,6.10,1107.60,1.7,-1.3,-0.3,latitud,longitude,altitude,
-17.76,6.71,1109.07,1.7,-1.2,-0.4,latitud,longitude,altitude,
-16.05,5.74,1110.17,1.7,-1.2,-0.4,latitud,longitude,altitude,
-18.62,4.64,1109.56,1.7,-1.2,-0.4,latitud,longitude,altitude,
-19.59,6.47,1111.88,1.8,-1.3,-0.4,latitud,longitude,altitude,
-18.74,5.37,1112.73,1.7,-1.3,-0.4,latitud,longitude,altitude,
-20.69,5.62,1111.27,1.8,-1.3,-0.3,latitud,longitude,altitude,
-20.20,4.64,1113.46,1.8,-1.3,-0.3,latitud,longitude,altitude,
-16.30,6.59,1114.93,1.7,-1.3,-0.3,latitud,longitude,altitude,
-16.05,4.27,1113.22,1.7,-1.3,-0.4,latitud,longitude,altitude,
-19.10,8.30,1113.10,1.7,-1.3,-0.4,latitud,longitude,altitude,
-16.91,7.45,1112.49,1.7,-1.2,-0.4,latitud,longitude,altitude,
-15.44,6.23,1115.78,1.8,-1.2,-0.3,latitud,longitude,altitude,
-17.15,7.69,1114.93,1.8,-1.2,-0.3,latitud,longitude,altitude,
-18.49,8.18,1114.32,1.7,-1.2,-0.4,latitud,longitude,altitude,
-16.78,7.08,1114.32,1.7,-1.3,-0.3,latitud,longitude,altitude,
-16.54,8.42,1114.20,1.7,-1.2,-0.3,latitud,longitude,altitude,
-16.05,9.89,1104.55,1.7,-1.2,-0.3,latitud,longitude,altitude,
-17.27,8.54,1114.93,1.7,-1.2,-0.3,latitud,longitude,altitude,
-18.74,6.10,1112.61,1.7,-1.3,-0.4,latitud,longitude,altitude,
-18.62,5.25,1112.73,1.7,-1.2,-0.3,latitud,longitude,altitude,
-17.15,5.37,1115.66,1.7,-1.2,-0.3,latitud,longitude,altitude,
-16.66,2.93,1114.20,1.7,-1.3,-0.3,latitud,longitude,altitude,
-16.91,6.23,1113.10,1.7,-1.3,-0.3,latitud,longitude,altitude,
-18.25,4.64,1114.69,1.7,-1.3,-0.4,latitud,longitude,altitude,
-14.71,5.25,1110.17,1.7,-1.3,-0.3,latitud,longitude,altitude,
-18.98,5.49,1111.27,1.7,-1.2,-0.4,latitud,longitude,altitude,
-18.01,8.42,1114.07,1.7,-1.2,-0.3,latitud,longitude,altitude,
-17.40,8.54,1108.95,1.7,-1.3,-0.4,latitud,longitude,altitude,
-16.05,7.93,1110.53,1.7,-1.2,-0.4,latitud,longitude,altitude,
-16.42,9.89,1108.95,1.7,-1.2,-0.4,latitud,longitude,altitude,
-15.08,6.23,1113.10,1.8,-1.3,-0.3,latitud,longitude,altitude,
-18.74,5.62,1114.07,1.7,-1.2,-0.4,latitud,longitude,altitude,
-18.74,6.47,1117.49,1.7,-1.3,-0.4,latitud,longitude,altitude,
-16.66,5.37,1110.05,1.7,-1.3,-0.4,latitud,longitude,altitude,
-17.88,4.64,1110.78,1.7,-1.2,-0.4,latitud,longitude,altitude,
-17.52,7.08,1110.29,1.7,-1.3,-0.4,latitud,longitude,altitude,
-17.15,6.10,1114.93,1.8,-1.2,-0.4,latitud,longitude,altitude,
-15.81,2.44,1113.22,1.7,-1.3,-0.3,latitud,longitude,altitude,
-18.74,5.86,1107.24,1.7,-1.2,-0.3,latitud,longitude,altitude,
-17.88,6.71,1106.87,1.7,-1.3,-0.3,latitud,longitude,altitude,
-17.88,7.45,1110.66,1.7,-1.3,-0.4,latitud,longitude,altitude,
-17.40,6.10,1111.02,1.6,-1.3,-0.4,latitud,longitude,altitude,
-16.54,6.96,1112.12,1.7,-1.3,-0.3,latitud,longitude,altitude,
-14.71,7.57,1113.10,1.7,-1.3,-0.3,latitud,longitude,altitude,
-20.32,2.93,1116.39,1.7,-1.3,-0.4,latitud,longitude,altitude,
-18.13,6.96,1113.34,1.7,-1.3,-0.3,latitud,longitude,altitude,
-16.17,6.59,1111.88,1.7,-1.3,-0.3,latitud,longitude,altitude,
-17.03,4.15,1114.81,1.7,-1.2,-0.4,latitud,longitude,altitude,
-16.66,6.35,1112.73,1.7,-1.3,-0.4,latitud,longitude,altitude,
-17.40,5.37,1113.10,1.7,-1.2,-0.4,latitud,longitude,altitude,
-15.93,8.42,1111.27,1.7,-1.2,-0.3,latitud,longitude,altitude,
-14.34,6.71,1112.24,1.7,-1.3,-0.4,latitud,longitude,altitude,
-17.15,6.71,1114.81,1.7,-1.3,-0.4,latitud,longitude,altitude,
-17.64,6.96,1109.80,1.7,-1.3,-0.3,latitud,longitude,altitude,
-17.64,6.96,1109.92,1.6,-1.3,-0.4,latitud,longitude,altitude,
-15.69,7.32,1113.34,1.7,-1.3,-0.4,latitud,longitude,altitude,
-16.66,5.00,1109.31,1.8,-1.3,-0.3,latitud,longitude,altitude,
-17.88,7.57,1111.51,1.7,-1.2,-0.3,latitud,longitude,altitude,
-13.98,6.23,1116.64,1.7,-1.2,-0.3,latitud,longitude,altitude,
-16.05,6.71,1110.29,1.7,-1.3,-0.3,latitud,longitude,altitude,
-16.17,4.52,1113.71,1.7,-1.3,-0.3,latitud,longitude,altitude,
-17.64,5.74,1111.76,1.7,-1.2,-0.3,latitud,longitude,altitude,
-17.40,7.08,1109.92,1.8,-1.3,-0.3,latitud,longitude,altitude,
-21.06,7.20,1114.07,1.7,-1.3,-0.3,latitud,longitude,altitude,
-17.64,5.00,1114.69,1.7,-1.2,-0.4,latitud,longitude,altitude,
-15.56,7.93,1116.15,1.8,-1.3,-0.4,latitud,longitude,altitude,
-15.44,4.39,1113.22,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-15.69,8.06,1114.93,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.15,6.84,1112.49,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.15,5.37,1112.73,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-15.93,8.06,1113.83,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-18.25,6.23,1111.63,1.6,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-20.32,6.71,1111.63,1.7,-1.4,-0.4,latitud,longitude,altitude,7/7/15:39:5
-18.13,6.10,1112.85,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-18.01,5.49,1110.29,1.7,-1.4,-0.4,latitud,longitude,altitude,7/7/15:39:5
-18.13,5.98,1110.90,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.76,5.74,1114.69,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-18.86,6.10,1109.19,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-16.05,6.71,1114.20,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-18.62,8.18,1113.22,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.78,2.32,1108.09,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-19.23,2.81,1107.73,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.88,6.35,1112.12,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-19.47,5.86,1113.10,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-13.24,8.06,1112.00,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.52,6.71,1109.68,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-14.83,3.78,1112.00,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-19.10,7.69,1115.54,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-19.71,6.23,1116.52,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-19.47,6.84,1113.34,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.76,9.52,1114.07,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-18.01,6.71,1111.63,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-13.73,6.59,1111.39,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.15,7.69,1112.37,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-15.20,6.59,1108.95,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-14.59,5.86,1109.92,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-18.37,6.35,1111.63,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.40,6.23,1110.41,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.52,5.86,1110.66,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-16.78,5.74,1114.44,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.52,6.10,1110.29,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.05,5.13,1109.44,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-14.10,6.96,1109.31,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-15.44,6.84,1111.15,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.52,5.25,1104.80,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.40,8.18,1108.70,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.17,5.86,1111.15,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-15.08,5.00,1108.34,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.30,6.10,1108.70,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-18.98,7.45,1112.00,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.40,7.45,1109.92,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-16.42,5.49,1116.39,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-15.69,7.81,1110.05,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.30,5.13,1108.58,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.66,7.20,1110.90,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-18.49,9.28,1116.27,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-15.69,10.99,1114.56,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-15.81,8.54,1114.93,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.64,4.64,1113.34,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-18.01,6.10,1111.88,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-14.47,5.86,1113.10,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-18.01,6.96,1111.39,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.15,7.81,1115.30,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.15,7.08,1118.47,1.7,-1.3,-0.5,latitud,longitude,altitude,7/7/15:39:5
-17.64,4.15,1111.88,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.42,8.42,1114.56,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-20.32,7.08,1116.03,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-19.84,6.47,1111.27,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.88,5.86,1111.02,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.03,6.23,1108.70,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.27,7.20,1109.07,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.76,9.16,1114.81,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-14.22,6.10,1114.32,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.91,7.45,1110.17,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.03,8.30,1109.80,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-16.05,7.08,1115.54,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.17,6.23,1110.17,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.78,5.62,1111.51,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-15.93,5.62,1112.73,1.6,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.40,6.59,1108.22,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.40,6.71,1110.90,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-15.08,4.88,1114.81,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-15.93,5.49,1106.02,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-16.05,5.13,1107.60,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.52,5.25,1111.39,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.64,6.23,1113.83,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-20.57,2.20,1113.46,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.88,5.25,1112.00,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.76,6.84,1108.95,1.7,-1.2,-0.2,latitud,longitude,altitude,7/7/15:39:5
-16.91,5.86,1110.53,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-13.98,5.49,1106.38,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-15.44,6.59,1109.68,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.91,5.98,1107.97,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.91,4.76,1108.95,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.52,6.47,1107.85,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.91,5.37,1108.09,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.40,5.49,1109.19,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-18.01,9.52,1110.78,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.88,6.84,1111.15,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.42,6.35,1111.88,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.76,4.64,1108.09,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.27,6.84,1111.63,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.03,4.39,1112.73,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-18.25,5.49,1113.59,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.91,7.57,1108.09,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-15.81,8.54,1107.85,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-17.88,7.08,1111.15,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-15.69,7.57,1115.30,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-15.93,8.06,1108.70,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-18.62,7.93,1110.66,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-18.37,5.49,1107.36,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-16.30,6.23,1113.34,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-19.35,8.18,1114.69,1.6,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-15.56,8.54,1110.53,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-19.23,9.03,1107.85,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-16.54,5.62,1114.07,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-18.37,6.59,1113.71,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.54,7.20,1109.07,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-16.54,5.86,1110.17,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-18.37,8.06,1113.22,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:5
-15.69,6.71,1112.85,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:5
-14.83,7.32,1114.20,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-20.08,6.23,1115.42,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.40,6.96,1111.76,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-13.85,6.84,1112.37,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:5
-17.64,8.18,1114.69,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:5
-15.20,6.35,1114.07,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:6
-16.78,7.81,1108.46,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-18.13,9.03,1110.05,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-16.91,6.47,1110.78,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-18.98,8.91,1115.05,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-18.86,9.28,1110.78,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-17.76,5.98,1110.41,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-18.49,6.47,1110.17,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-16.78,6.96,1109.92,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-15.81,7.81,1116.15,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-15.20,8.30,1112.12,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-13.24,7.45,1113.95,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:6
-15.56,5.62,1111.63,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-18.25,6.35,1109.44,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-16.17,3.66,1111.76,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-15.93,4.88,1110.90,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-16.30,7.20,1108.83,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-18.25,4.52,1108.95,1.8,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-19.84,8.30,1109.92,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-16.91,7.93,1106.75,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-18.25,4.15,1108.09,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-16.78,6.84,1113.46,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-17.40,4.39,1107.85,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-16.54,7.08,1109.80,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:6
-17.27,9.03,1110.29,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:6
-17.52,4.88,1112.24,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-15.81,7.20,1108.70,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-14.83,7.57,1113.10,1.8,-1.1,-0.4,latitud,longitude,altitude,7/7/15:39:6
-18.86,8.30,1111.63,1.7,-1.1,-0.3,latitud,longitude,altitude,7/7/15:39:6
-17.64,6.35,1115.17,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-18.01,6.47,1112.85,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-16.91,8.18,1111.27,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-17.64,6.23,1107.97,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-17.27,3.42,1109.92,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-18.98,0.85,1107.48,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-20.45,5.62,1110.17,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-18.86,5.25,1112.73,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-19.84,5.98,1109.92,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-16.91,7.57,1112.73,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:6
-15.69,6.23,1111.15,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-14.83,6.84,1113.22,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-19.96,8.67,1112.61,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-17.76,7.08,1111.63,1.7,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-16.66,7.69,1110.29,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:6
-18.25,9.40,1112.00,1.8,-1.2,-0.3,latitud,longitude,altitude,7/7/15:39:6
-18.86,8.91,1110.66,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:6
-18.37,7.45,1110.53,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-18.01,4.64,1110.41,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-20.20,5.25,1106.38,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-21.06,3.54,1113.95,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-18.25,4.88,1110.53,1.8,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:6
-17.40,6.47,1110.90,1.8,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-18.01,8.79,1108.83,1.7,-1.2,-0.4,latitud,longitude,altitude,7/7/15:39:6
-17.88,7.08,1112.00,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-16.66,6.35,1110.53,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-16.42,6.71,1111.02,1.7,-1.3,-0.4,latitud,longitude,altitude,7/7/15:39:6
-16.78,6.47,1112.24,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
-16.78,7.93,1110.53,1.7,-1.3,-0.3,latitud,longitude,altitude,7/7/15:39:6
