Dato	Millis	Temp	Presion	AejeX	AejeY	AejeZ	GejeX	GejeY	GejeZ	MejeX	MejeY	MejeZ	Altura	AltMediaMovil	Pendiente
3198	161245	22,3	77000	-0,08	-0,23	0,88	12,51	-0,24	17,49	-0,05	-0,06	-0,03	2374,44	2374	2374
3199	161291	22,3	77005	-0,1	-0,19	0,92	12,52	-0,24	17,5	-0,04	-0,06	-0,03	2373,88	2374	2374
3200	161355	22,3	76990	-0,15	-0,2	0,88	12,52	-0,24	17,51	-0,04	-0,06	-0,03	2375,56	2374	2374
3201	161401	22,3	76997	-0,14	-0,17	0,87	12,52	-0,24	17,52	-0,05	-0,06	-0,03	2374,78	2374	2374
3202	161448	22,3	77000	-0,16	-0,16	0,9	12,53	-0,25	17,52	-0,04	-0,06	-0,03	2374,44	2375	2375
3203	161502	22,3	76994	-0,16	-0,19	0,95	12,53	-0,25	17,53	-0,05	-0,06	-0,03	2375,11	2375	2375
3204	161548	22,3	77005	-0,12	-0,21	0,93	12,53	-0,25	17,53	-0,04	-0,06	-0,03	2373,88	2375	2375
3205	161610	22,3	77000	-0,11	-0,21	0,91	12,54	-0,25	17,53	-0,05	-0,06	-0,03	2374,44	2375	2375
3206	161657	22,3	77005	-0,14	-0,12	0,97	12,55	-0,25	17,53	-0,05	-0,06	-0,03	2373,88	2375	2375
3207	161703	22,3	77002	-0,13	-0,2	0,93	12,55	-0,26	17,54	-0,05	-0,06	-0,03	2374,22	2374	2374
3208	161750	22,3	77002	-0,05	-0,16	0,99	12,55	-0,25	17,55	-0,05	-0,06	-0,03	2374,22	2375	2375
3209	161796	22,3	76997	-0,13	-0,12	0,93	12,56	-0,26	17,55	-0,05	-0,06	-0,03	2374,78	2374	2374
3210	161848	22,3	76997	-0,12	-0,15	0,91	12,56	-0,2	17,56	-0,05	-0,06	-0,03	2374,78	2374	2374
3211	161894	22,3	76999	-0,16	-0,16	0,88	12,56	-0,21	17,57	-0,05	-0,06	-0,03	2374,55	2374	2374
3212	161941	22,3	77000	-0,13	-0,2	0,95	12,57	-0,21	17,58	-0,05	-0,06	-0,03	2374,44	2374	2374
3213	161987	22,3	76994	-0,09	-0,25	0,92	12,57	-0,21	17,58	-0,05	-0,06	-0,03	2375,11	2374	2374
3214	162038	22,3	76988	-0,13	-0,22	0,91	12,58	-0,21	17,58	-0,05	-0,06	-0,03	2375,79	2374	2374
3215	162085	22,3	76994	-0,17	-0,2	0,93	12,58	-0,21	17,59	-0,04	-0,06	-0,03	2375,11	2375	2375
3216	162131	22,3	76997	-0,17	-0,2	0,95	12,58	-0,21	17,59	-0,05	-0,06	-0,03	2374,78	2375	2375
3217	162179	22,3	76985	-0,18	-0,18	0,99	12,59	-0,21	17,59	-0,05	-0,06	-0,03	2376,13	2375	2375
3218	162225	22,3	76996	-0,09	-0,16	0,93	12,59	-0,21	17,59	-0,05	-0,06	-0,03	2374,89	2375	2375
3219	162277	22,3	76994	-0,16	-0,2	0,85	12,6	-0,16	17,6	-0,04	-0,06	-0,03	2375,11	2375	2375
3220	162323	22,3	76988	-0,03	-0,16	0,9	12,6	-0,16	17,61	-0,05	-0,06	-0,03	2375,79	2375	2375
3221	162369	22,3	77000	-0,07	-0,21	0,89	12,6	-0,16	17,62	-0,04	-0,06	-0,03	2374,44	2375	2375
3222	162416	22,3	76994	-0,11	-0,23	0,86	12,61	-0,16	17,63	-0,05	-0,06	-0,02	2375,11	2375	2375
3223	162462	22,3	77005	-0,05	-0,17	0,92	12,61	-0,17	17,63	-0,05	-0,06	-0,03	2373,88	2375	2375
3224	162514	22,3	77008	-0,16	-0,09	0,85	12,61	-0,17	17,64	-0,05	-0,06	-0,03	2373,54	2375	2375
3225	162561	22,3	77005	-0,12	-0,19	0,97	12,62	-0,17	17,64	-0,04	-0,06	-0,03	2373,88	2375	2375
3226	162619	22,3	77011	-0,11	-0,2	0,93	12,62	-0,17	17,65	-0,04	-0,06	-0,03	2373,2	2375	2375
3227	162671	22,3	77017	-0,16	-0,16	0,87	12,62	-0,2	17,65	-0,05	-0,05	-0,03	2372,53	2374	2374
3228	162717	22,3	77005	-0,13	-0,2	0,92	12,63	-0,21	17,66	-0,04	-0,06	-0,03	2373,88	2374	2374
3229	162775	22,3	77011	-0,12	-0,09	0,93	12,63	-0,21	17,66	-0,05	-0,06	-0,03	2373,2	2374	2374
3230	162821	22,3	76997	-0,12	-0,2	0,91	12,63	-0,15	17,67	-0,05	-0,06	-0,03	2374,78	2374	2374
3231	162868	22,3	77005	-0,13	-0,15	0,88	12,64	-0,16	17,67	-0,05	-0,06	-0,03	2373,88	2374	2374
3232	162914	22,3	77005	-0,05	-0,22	1	12,65	-0,16	17,68	-0,04	-0,06	-0,03	2373,88	2374	2374
3233	162960	22,3	76988	-0,12	-0,19	0,88	12,65	-0,16	17,68	-0,05	-0,06	-0,03	2375,79	2374	2374
3234	163012	22,3	77000	-0,16	-0,18	0,93	12,65	-0,16	17,69	-0,05	-0,06	-0,03	2374,44	2374	2374
3235	163058	22,3	76997	-0,12	-0,14	0,91	12,66	-0,12	17,69	-0,05	-0,06	-0,03	2374,78	2374	2374
3236	163104	22,3	77000	-0,14	-0,2	0,92	12,66	-0,12	17,7	-0,05	-0,06	-0,03	2374,44	2374	2374
3237	163151	22,3	77003	-0,15	-0,2	0,96	12,66	-0,12	17,71	-0,04	-0,06	-0,03	2374,1	2374	2374
3238	163197	22,3	76994	-0,12	-0,16	0,84	12,67	-0,12	17,72	-0,05	-0,06	-0,03	2375,11	2375	2375
3239	163249	22,3	77005	-0,15	-0,19	0,96	12,67	-0,12	17,73	-0,04	-0,06	-0,03	2373,88	2375	2375
3240	163295	22,3	77011	-0,09	-0,17	0,92	12,68	-0,13	17,73	-0,05	-0,06	-0,03	2373,2	2375	2375
3241	163342	22,3	77005	-0,09	-0,2	1	12,68	-0,12	17,74	-0,05	-0,06	-0,03	2373,88	2374	2374
3242	163395	22,3	77002	-0,12	-0,22	0,91	12,68	-0,12	17,75	-0,05	-0,06	-0,03	2374,22	2374	2374
3243	163441	22,3	77000	-0,12	-0,13	0,96	12,69	-0,12	17,75	-0,04	-0,06	-0,03	2374,44	2374	2374
3244	163491	22,3	77008	-0,13	-0,18	0,92	12,69	-0,12	17,76	-0,05	-0,06	-0,03	2373,54	2374	2374
3245	163537	22,3	76997	-0,11	-0,19	0,86	12,7	-0,12	17,77	-0,04	-0,06	-0,03	2374,78	2374	2374
3246	163585	22,3	76999	-0,13	-0,24	0,89	12,7	-0,12	17,77	-0,04	-0,06	-0,03	2374,55	2374	2374
3247	163631	22,3	77005	-0,24	-0,2	0,89	12,71	-0,17	17,77	-0,04	-0,06	-0,03	2373,88	2374	2374
3248	163677	22,3	77005	-0,04	-0,22	0,95	12,71	-0,18	17,78	-0,05	-0,06	-0,03	2373,88	2374	2374
3249	163729	22,3	77002	-0,1	-0,19	0,96	12,72	-0,14	17,78	-0,04	-0,06	-0,03	2374,22	2374	2374
3250	163775	22,3	76991	-0,02	-0,2	0,99	12,72	-0,14	17,78	-0,05	-0,06	-0,03	2375,45	2374	2374
3251	163821	22,3	76997	-0,05	-0,19	0,99	12,72	-0,14	17,79	-0,04	-0,06	-0,03	2374,78	2374	2374
3252	163868	22,3	76997	-0,16	-0,2	0,88	12,73	-0,15	17,8	-0,05	-0,06	-0,03	2374,78	2374	2374
3253	163919	22,3	77011	-0,14	-0,18	0,89	12,73	-0,15	17,81	-0,04	-0,06	-0,03	2373,2	2375	2375
3254	163979	22,3	76997	-0,12	-0,17	0,98	12,74	-0,15	17,82	-0,04	-0,06	-0,03	2374,78	2374	2374
3255	164025	22,3	77008	-0,12	-0,17	1,02	12,74	-0,14	17,83	-0,05	-0,06	-0,03	2373,54	2374	2374
3256	164071	22,3	76999	-0,12	-0,23	0,88	12,75	-0,15	17,84	-0,05	-0,06	-0,03	2374,55	2374	2374
3257	164117	22,3	77015	-0,11	-0,2	0,92	12,75	-0,15	17,84	-0,05	-0,06	-0,03	2372,75	2374	2374
3258	164169	22,3	77002	-0,16	-0,17	0,93	12,75	-0,14	17,84	-0,05	-0,06	-0,03	2374,22	2374	2374
3259	164215	22,3	76999	-0,14	-0,22	0,88	12,76	-0,15	17,85	-0,05	-0,06	-0,03	2374,55	2374	2374
3260	164268	22,3	77011	-0,16	-0,22	0,9	12,76	-0,15	17,85	-0,05	-0,06	-0,03	2373,2	2374	2374
3261	164314	22,3	77005	-0,12	-0,19	0,91	12,76	-0,15	17,86	-0,05	-0,06	-0,03	2373,88	2374	2374
3262	164360	22,4	77004	-0,09	-0,21	0,91	12,76	-0,11	17,86	-0,05	-0,06	-0,03	2374,79	2374	2374
3263	164417	22,3	77005	-0,16	-0,16	0,9	12,77	-0,11	17,87	-0,04	-0,06	-0,03	2373,88	2374	2374
3264	164464	22,3	76994	-0,07	-0,25	1	12,77	-0,11	17,88	-0,05	-0,06	-0,03	2375,11	2374	2374
3265	164510	22,3	77000	-0,16	-0,12	0,95	12,78	-0,11	17,89	-0,04	-0,06	-0,03	2374,44	2374	2374
3266	164556	22,3	76999	-0,12	-0,17	1	12,78	-0,11	17,9	-0,05	-0,05	-0,03	2374,55	2374	2374
3267	164602	22,3	76999	-0,09	-0,19	0,84	12,78	-0,15	17,9	-0,05	-0,06	-0,03	2374,55	2374	2374
3268	164666	22,3	77002	-0,13	-0,16	0,94	12,78	-0,15	17,9	-0,05	-0,06	-0,03	2374,22	2374	2374
3269	164712	22,3	76996	-0,13	-0,16	0,99	12,79	-0,15	17,91	-0,04	-0,06	-0,03	2374,89	2374	2374
3270	164759	22,4	77007	-0,16	-0,16	0,93	12,8	-0,15	17,91	-0,05	-0,06	-0,03	2374,46	2375	2375
3271	164805	22,3	76994	-0,09	-0,15	0,88	12,8	-0,15	17,92	-0,05	-0,06	-0,03	2375,11	2375	2375
3272	164851	22,3	77002	-0,09	-0,19	0,99	12,8	-0,15	17,92	-0,05	-0,06	-0,03	2374,22	2375	2375
3273	164903	22,3	77003	-0,11	-0,2	0,92	12,81	-0,16	17,92	-0,04	-0,06	-0,03	2374,1	2375	2375
3274	164950	22,3	77000	-0,14	-0,13	0,91	12,81	-0,15	17,93	-0,05	-0,06	-0,03	2374,44	2375	2375
3275	164997	22,3	76999	-0,1	-0,13	0,88	12,82	-0,21	17,93	-0,05	-0,06	-0,03	2374,55	2374	2374
3276	165043	22,3	77011	-0,07	-0,22	0,91	12,82	-0,21	17,94	-0,05	-0,06	-0,03	2373,2	2374	2374
3277	165089	22,3	76999	-0,09	-0,14	0,9	12,83	-0,21	17,94	-0,04	-0,05	-0,03	2374,55	2374	2374
3278	165141	22,3	77005	-0,16	-0,16	0,91	12,84	-0,21	17,95	-0,04	-0,06	-0,03	2373,88	2374	2374
3279	165187	22,3	77015	-0,15	-0,16	0,91	12,84	-0,21	17,96	-0,05	-0,06	-0,03	2372,75	2374	2374
3280	165234	22,3	77005	-0,1	-0,22	0,91	12,85	-0,27	17,96	-0,04	-0,06	-0,03	2373,88	2374	2374
3281	165287	22,3	77000	-0,12	-0,22	0,96	12,85	-0,27	17,97	-0,05	-0,06	-0,03	2374,44	2374	2374
3282	165346	22,3	77008	-0,11	-0,16	0,91	12,85	-0,27	17,98	-0,05	-0,06	-0,03	2373,54	2374	2374
3283	165397	22,3	76994	-0,13	-0,2	0,99	12,86	-0,27	17,98	-0,05	-0,06	-0,03	2375,11	2374	2374
3284	165444	22,3	76999	-0,07	-0,19	0,9	12,86	-0,27	17,99	-0,04	-0,06	-0,03	2374,55	2374	2374
3285	165490	22,3	77002	-0,12	-0,17	0,88	12,87	-0,27	18	-0,05	-0,06	-0,03	2374,22	2374	2374
3286	165536	22,3	77002	-0,14	-0,23	0,91	12,87	-0,27	18,01	-0,04	-0,06	-0,03	2374,22	2374	2374
3287	165582	22,4	77001	-0,14	-0,17	0,92	12,87	-0,27	18,01	-0,05	-0,06	-0,03	2375,13	2374	2374
3288	165635	22,3	77005	-0,1	-0,16	0,97	12,88	-0,27	18,01	-0,05	-0,05	-0,03	2373,88	2374	2374
3289	165681	22,3	77000	-0,15	-0,1	0,87	12,89	-0,27	18,02	-0,04	-0,06	-0,03	2374,44	2374	2374
3290	165728	22,3	76991	-0,05	-0,18	0,9	12,89	-0,27	18,03	-0,05	-0,06	-0,03	2375,45	2374	2374
3291	165779	22,3	76999	-0,14	-0,25	0,93	12,9	-0,27	18,03	-0,04	-0,06	-0,03	2374,55	2375	2375
3292	165831	22,3	77005	-0,17	-0,23	0,91	12,9	-0,27	18,04	-0,05	-0,06	-0,03	2373,88	2375	2375
3293	165877	22,3	76993	-0,17	-0,16	0,98	12,91	-0,27	18,05	-0,04	-0,06	-0,03	2375,23	2374	2374
3294	165924	22,3	77002	-0,16	-0,2	0,9	12,91	-0,27	18,05	-0,05	-0,06	-0,03	2374,22	2375	2375
3295	165970	22,3	76999	-0,1	-0,2	0,88	12,92	-0,27	18,05	-0,04	-0,06	-0,03	2374,55	2375	2375
3296	166017	22,3	76997	-0,05	-0,24	0,99	12,92	-0,21	18,06	-0,05	-0,06	-0,03	2374,78	2375	2375
3297	166069	22,3	77005	-0,16	-0,25	0,93	12,93	-0,21	18,06	-0,04	-0,06	-0,03	2373,88	2375	2375
3298	166115	22,3	76999	-0,2	-0,24	0,88	12,93	-0,22	18,07	-0,05	-0,06	-0,03	2374,55	2375	2375
3299	166167	22,3	77005	-0,05	-0,22	0,91	12,94	-0,22	18,07	-0,05	-0,06	-0,03	2373,88	2374	2374
3300	166213	22,3	76988	-0,17	-0,23	0,99	12,94	-0,16	18,08	-0,05	-0,06	-0,03	2375,79	2374	2374
3301	166259	22,3	76996	-0,12	-0,22	0,97	12,94	-0,17	18,08	-0,04	-0,06	-0,03	2374,89	2375	2375
3302	166311	22,3	77005	-0,17	-0,18	0,88	12,95	-0,17	18,09	-0,04	-0,06	-0,03	2373,88	2375	2375
3303	166358	22,3	77002	-0,13	-0,18	0,96	12,95	-0,17	18,09	-0,05	-0,06	-0,03	2374,22	2375	2375
3304	166405	22,4	77004	-0,13	-0,17	0,99	12,95	-0,17	18,1	-0,05	-0,06	-0,03	2374,79	2374	2374
3305	166451	22,3	77002	-0,14	-0,25	0,87	12,96	-0,22	18,1	-0,05	-0,05	-0,03	2374,22	2374	2374
3306	166497	22,3	76999	-0,08	-0,17	0,9	12,96	-0,23	18,11	-0,05	-0,06	-0,03	2374,55	2375	2375
3307	166549	22,3	77005	-0,12	-0,21	0,99	12,97	-0,23	18,11	-0,05	-0,06	-0,03	2373,88	2375	2375
3308	166595	22,3	76990	-0,1	-0,2	0,94	12,97	-0,23	18,12	-0,04	-0,06	-0,03	2375,56	2375	2375
3309	166642	22,3	77002	-0,16	-0,15	0,96	12,98	-0,23	18,12	-0,05	-0,06	-0,03	2374,22	2374	2374
3310	166701	22,3	76999	-0,12	-0,14	0,95	12,98	-0,23	18,13	-0,05	-0,06	-0,03	2374,55	2374	2374
3311	166747	22,3	76999	-0,18	-0,16	0,92	12,99	-0,23	18,13	-0,05	-0,06	-0,03	2374,55	2374	2374
3312	166799	22,3	76999	-0,12	-0,16	0,85	12,99	-0,23	18,13	-0,05	-0,06	-0,03	2374,55	2375	2375
3313	166845	22,3	76997	-0,18	-0,14	0,93	12,99	-0,23	18,13	-0,05	-0,06	-0,03	2374,78	2375	2375
3314	166891	22,3	76999	-0,12	-0,23	0,89	13	-0,24	18,14	-0,05	-0,06	-0,03	2374,55	2375	2375
3315	166938	22,4	77001	-0,12	-0,21	0,98	13	-0,24	18,15	-0,05	-0,06	-0,03	2375,13	2375	2375
3316	166984	22,3	76999	-0,16	-0,17	0,89	13,01	-0,24	18,15	-0,04	-0,06	-0,03	2374,55	2375	2375
3317	167035	22,3	76990	-0,1	-0,23	0,92	13,01	-0,24	18,16	-0,05	-0,06	-0,03	2375,56	2375	2375
3318	167081	22,3	77005	-0,12	-0,2	0,88	13,01	-0,29	18,16	-0,05	-0,06	-0,03	2373,88	2375	2375
3319	167129	22,3	77002	-0,07	-0,27	0,95	13,02	-0,29	18,16	-0,04	-0,06	-0,03	2374,22	2375	2375
3320	167182	22,3	77005	-0,13	-0,14	0,93	13,02	-0,29	18,17	-0,05	-0,06	-0,03	2373,88	2375	2375
3321	167228	22,3	77002	-0,13	-0,22	0,96	13,03	-0,29	18,18	-0,04	-0,06	-0,03	2374,22	2375	2375
3322	167283	22,3	77005	-0,12	-0,22	0,84	13,03	-0,29	18,19	-0,05	-0,06	-0,03	2373,88	2374	2374
3323	167330	22,3	77002	-0,21	-0,21	0,91	13,03	-0,29	18,2	-0,04	-0,06	-0,03	2374,22	2374	2374
3324	167376	22,3	77002	-0,11	-0,16	0,91	13,04	-0,29	18,2	-0,04	-0,06	-0,03	2374,22	2374	2374
3325	167422	22,3	76999	-0,14	-0,18	0,86	13,04	-0,29	18,21	-0,04	-0,06	-0,03	2374,55	2374	2374
3326	167469	22,3	76993	-0,18	-0,2	0,91	13,05	-0,29	18,21	-0,05	-0,06	-0,03	2375,23	2374	2374
3327	167521	22,3	77002	-0,09	-0,17	0,95	13,05	-0,29	18,22	-0,05	-0,06	-0,03	2374,22	2374	2374
3328	167567	22,3	77002	-0,12	-0,2	0,95	13,06	-0,29	18,23	-0,05	-0,06	-0,03	2374,22	2374	2374
3329	167614	22,4	77007	-0,12	-0,2	0,95	13,06	-0,29	18,23	-0,05	-0,06	-0,03	2374,46	2374	2374
3330	167660	22,4	76995	-0,16	-0,2	0,97	13,07	-0,29	18,24	-0,05	-0,06	-0,03	2375,81	2374	2374
3331	167706	22,3	76999	-0,12	-0,2	0,85	13,07	-0,24	18,25	-0,05	-0,06	-0,03	2374,55	2375	2375
3332	167758	22,3	77005	-0,16	-0,16	0,93	13,07	-0,24	18,25	-0,04	-0,06	-0,03	2373,88	2375	2375
3333	167804	22,3	76993	-0,1	-0,19	0,91	13,07	-0,24	18,26	-0,05	-0,06	-0,03	2375,23	2375	2375
3334	167851	22,3	76996	-0,13	-0,14	0,93	13,08	-0,24	18,26	-0,05	-0,06	-0,03	2374,89	2375	2375
3335	167903	22,3	76999	-0,08	-0,15	0,96	13,08	-0,24	18,27	-0,05	-0,06	-0,03	2374,55	2375	2375
3336	167955	22,3	76999	-0,2	-0,19	0,96	13,08	-0,24	18,28	-0,04	-0,06	-0,03	2374,55	2375	2375
3337	168001	22,3	77011	-0,1	-0,21	0,88	13,08	-0,24	18,29	-0,05	-0,06	-0,03	2373,2	2375	2375
3338	168059	22,3	77002	-0,2	-0,19	0,94	13,09	-0,24	18,29	-0,05	-0,06	-0,02	2374,22	2375	2375
3339	168105	22,3	76999	-0,12	-0,2	0,91	13,09	-0,24	18,29	-0,05	-0,06	-0,03	2374,55	2374	2374
3340	168152	22,4	77014	-0,1	-0,2	0,9	13,1	-0,24	18,3	-0,04	-0,06	-0,03	2373,67	2374	2374
3341	168204	22,4	77001	-0,09	-0,19	0,87	13,1	-0,24	18,31	-0,05	-0,06	-0,03	2375,13	2374	2374
3342	168250	22,4	77001	-0,2	-0,25	0,88	13,11	-0,24	18,31	-0,05	-0,06	-0,03	2375,13	2374	2374
3343	168297	22,3	77005	-0,13	-0,27	0,91	13,11	-0,24	18,32	-0,05	-0,06	-0,03	2373,88	2374	2374
3344	168343	22,4	77004	-0,1	-0,18	0,91	13,11	-0,23	18,32	-0,05	-0,05	-0,03	2374,79	2374	2374
3345	168389	22,3	77005	-0,13	-0,15	0,99	13,12	-0,24	18,33	-0,05	-0,06	-0,03	2373,88	2374	2374
3346	168441	22,3	77011	-0,17	-0,2	0,9	13,12	-0,24	18,33	-0,05	-0,05	-0,03	2373,2	2374	2374
3347	168487	22,3	76993	-0,09	-0,17	0,83	13,12	-0,2	18,34	-0,04	-0,06	-0,03	2375,23	2374	2374
3348	168535	22,3	76996	-0,04	-0,23	0,96	13,13	-0,2	18,35	-0,05	-0,06	-0,03	2374,89	2374	2374
3349	168581	22,3	76999	-0,15	-0,2	0,91	13,13	-0,2	18,35	-0,05	-0,06	-0,03	2374,55	2375	2375
3350	168627	22,3	76999	-0,12	-0,2	0,87	13,14	-0,2	18,36	-0,05	-0,05	-0,03	2374,55	2374	2374
3351	168679	22,3	76993	-0,12	-0,2	0,95	13,14	-0,2	18,36	-0,04	-0,06	-0,03	2375,23	2374	2374
3352	168725	22,4	77001	-0,12	-0,15	0,91	13,15	-0,2	18,36	-0,05	-0,06	-0,03	2375,13	2375	2375
3353	168771	22,3	76999	-0,15	-0,22	0,92	13,15	-0,21	18,37	-0,05	-0,06	-0,03	2374,55	2375	2375
3354	168823	22,4	77007	-0,11	-0,22	0,87	13,15	-0,21	18,37	-0,05	-0,06	-0,03	2374,46	2375	2375
3355	168869	22,4	76993	-0,13	-0,19	0,99	13,16	-0,21	18,38	-0,04	-0,06	-0,03	2376,03	2375	2375
3356	168922	22,4	77001	-0,12	-0,22	0,9	13,16	-0,21	18,39	-0,05	-0,06	-0,03	2375,13	2375	2375
3357	168968	22,3	77005	-0,07	-0,2	0,86	13,16	-0,21	18,39	-0,05	-0,05	-0,03	2373,88	2375	2375
3358	169015	22,4	77017	-0,09	-0,16	1	13,17	-0,21	18,4	-0,05	-0,06	-0,03	2373,33	2375	2375
3359	169068	22,4	77003	-0,12	-0,18	0,86	13,17	-0,21	18,4	-0,05	-0,06	-0,03	2374,91	2375	2375
3360	169114	22,3	76999	-0,08	-0,23	0,89	13,18	-0,21	18,4	-0,05	-0,06	-0,03	2374,55	2375	2375
3361	169166	22,3	76999	-0,13	-0,22	0,91	13,18	-0,21	18,4	-0,05	-0,06	-0,03	2374,55	2375	2375
3362	169212	22,4	76998	-0,07	-0,19	0,95	13,18	-0,21	18,41	-0,04	-0,06	-0,02	2375,47	2375	2375
3363	169259	22,3	76996	-0,16	-0,16	0,88	13,18	-0,21	18,41	-0,05	-0,05	-0,03	2374,89	2375	2375
3364	169306	22,3	77002	-0,13	-0,16	0,96	13,19	-0,21	18,42	-0,04	-0,06	-0,03	2374,22	2375	2375
3365	169352	22,4	77001	-0,11	-0,19	0,95	13,19	-0,21	18,43	-0,05	-0,06	-0,03	2375,13	2374	2374
3366	169415	22,3	76993	-0,16	-0,15	0,88	13,19	-0,21	18,44	-0,04	-0,06	-0,03	2375,23	2375	2375
3367	169462	22,4	77007	-0,11	-0,2	0,95	13,19	-0,21	18,45	-0,05	-0,06	-0,03	2374,46	2375	2375
3368	169508	22,3	76993	-0,09	-0,18	0,85	13,2	-0,21	18,45	-0,05	-0,06	-0,03	2375,23	2375	2375
3369	169554	22,4	77003	-0,09	-0,2	0,93	13,2	-0,22	18,46	-0,05	-0,06	-0,03	2374,91	2375	2375
3370	169607	22,3	76993	-0,07	-0,19	0,92	13,2	-0,16	18,46	-0,05	-0,06	-0,03	2375,23	2375	2375
3371	169659	22,3	76996	-0,09	-0,14	0,87	13,21	-0,16	18,47	-0,04	-0,06	-0,03	2374,89	2375	2375
3372	169705	22,4	77004	-0,17	-0,11	0,97	13,21	-0,17	18,47	-0,05	-0,06	-0,03	2374,79	2375	2375
3373	169751	22,4	77001	-0,12	-0,17	0,96	13,22	-0,17	18,48	-0,04	-0,06	-0,03	2375,13	2375	2375
3374	169797	22,4	77003	-0,09	-0,23	0,98	13,22	-0,13	18,48	-0,04	-0,06	-0,03	2374,91	2375	2375
3375	169849	22,4	77007	-0,09	-0,2	0,91	13,22	-0,13	18,49	-0,04	-0,06	-0,03	2374,46	2375	2375
3376	169896	22,4	77003	-0,13	-0,2	1,04	13,23	-0,13	18,49	-0,05	-0,06	-0,03	2374,91	2375	2375
3377	169943	22,4	77007	-0,12	-0,16	0,96	13,23	-0,13	18,5	-0,05	-0,06	-0,03	2374,46	2375	2375
3378	169989	22,3	76999	-0,15	-0,24	0,94	13,23	-0,13	18,5	-0,05	-0,06	-0,03	2374,55	2375	2375
3379	170035	22,3	77002	-0,14	-0,16	0,93	13,24	-0,13	18,5	-0,04	-0,06	-0,03	2374,22	2375	2375
3380	170087	22,4	77001	-0,12	-0,19	0,94	13,25	-0,13	18,52	-0,05	-0,06	-0,03	2375,13	2375	2375
3381	170133	22,4	77007	-0,09	-0,22	0,88	13,25	-0,19	18,52	-0,05	-0,06	-0,03	2374,46	2375	2375
3382	170180	22,4	77006	-0,12	-0,19	0,91	13,26	-0,19	18,53	-0,05	-0,06	-0,03	2374,57	2375	2375
3383	170226	22,4	77001	-0,13	-0,18	0,79	13,26	-0,19	18,54	-0,04	-0,06	-0,03	2375,13	2375	2375
3384	170272	22,4	76998	-0,09	-0,23	0,89	13,26	-0,19	18,54	-0,05	-0,06	-0,03	2375,47	2375	2375
3385	170330	22,3	76993	-0,12	-0,17	0,96	13,27	-0,19	18,54	-0,05	-0,06	-0,03	2375,23	2375	2375
3386	170377	22,3	77005	-0,1	-0,19	0,86	13,27	-0,19	18,55	-0,05	-0,06	-0,03	2373,88	2375	2375
3387	170423	22,4	76995	-0,15	-0,2	0,84	13,27	-0,19	18,55	-0,05	-0,06	-0,03	2375,81	2375	2375
3388	170469	22,3	77002	-0,09	-0,21	0,96	13,27	-0,24	18,56	-0,04	-0,06	-0,03	2374,22	2375	2375
3389	170515	22,4	77003	-0,09	-0,2	0,81	13,28	-0,21	18,57	-0,05	-0,06	-0,03	2374,91	2375	2375
3390	170567	22,4	77004	-0,16	-0,2	0,84	13,28	-0,21	18,57	-0,04	-0,06	-0,03	2374,79	2375	2375
3391	170614	22,4	77003	-0,12	-0,19	0,91	13,28	-0,21	18,58	-0,05	-0,05	-0,03	2374,91	2375	2375
3392	170660	22,4	76998	-0,15	-0,23	0,94	13,29	-0,21	18,58	-0,05	-0,06	-0,03	2375,47	2375	2375
3393	170706	22,3	77005	-0,12	-0,16	0,87	13,3	-0,22	18,58	-0,05	-0,06	-0,03	2373,88	2375	2375
3394	170765	22,4	76995	-0,13	-0,28	0,91	13,3	-0,22	18,59	-0,04	-0,06	-0,03	2375,81	2375	2375
3395	170816	22,4	76995	-0,12	-0,18	0,91	13,3	-0,21	18,59	-0,05	-0,06	-0,03	2375,81	2375	2375
3396	170863	22,4	77006	-0,14	-0,16	0,9	13,3	-0,22	18,6	-0,05	-0,06	-0,03	2374,57	2375	2375
3397	170909	22,4	77004	-0,12	-0,17	0,9	13,31	-0,22	18,55	-0,05	-0,06	-0,02	2374,79	2375	2375
3398	170962	22,3	77005	-0,1	-0,2	1	13,31	-0,16	18,56	-0,05	-0,06	-0,03	2373,88	2375	2375
3399	171009	22,3	76993	-0,09	-0,2	0,96	13,32	-0,17	18,56	-0,04	-0,06	-0,03	2375,23	2375	2375
3400	171059	22,4	76998	-0,12	-0,19	0,93	13,32	-0,17	18,57	-0,05	-0,06	-0,03	2375,47	2375	2375
3401	171106	22,4	77004	-0,12	-0,2	0,95	13,33	-0,17	18,57	-0,05	-0,06	-0,03	2374,79	2375	2375
3402	171152	22,4	77003	-0,09	-0,17	0,93	13,34	-0,17	18,58	-0,05	-0,06	-0,03	2374,91	2375	2375
3403	171198	22,4	77007	-0,01	-0,2	0,84	13,34	-0,17	18,59	-0,04	-0,06	-0,03	2374,46	2375	2375
3404	171244	22,4	77009	-0,19	-0,2	0,85	13,34	-0,17	18,59	-0,05	-0,06	-0,02	2374,23	2375	2375
3405	171296	22,4	77009	-0,02	-0,22	0,92	13,35	-0,18	18,6	-0,04	-0,06	-0,03	2374,23	2375	2375
3406	171347	22,4	77006	-0,08	-0,2	0,88	13,35	-0,14	18,6	-0,05	-0,06	-0,03	2374,57	2375	2375
3407	171395	22,4	76997	-0,04	-0,2	0,91	13,35	-0,14	18,61	-0,04	-0,06	-0,03	2375,58	2375	2375
3408	171441	22,4	77003	-0,05	-0,22	1,04	13,36	-0,14	18,61	-0,05	-0,06	-0,03	2374,91	2375	2375
